researcher_id_a,researcher_id_b,window,joint_publication_count,first_joint_year,latest_joint_year,source,collected_at,run_id
A5043815269,A5060670063,all,7,2021,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5043815269,A5100380876,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044524626,A5044769724,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044524626,A5045748813,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044524626,A5110118275,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044524626,A5052722112,all,3,2019,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044524626,A5100626021,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044524626,A5055121468,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044524626,A5101765150,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044524626,A5101966875,all,7,2017,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044524626,A5058349680,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044769724,A5058349680,all,14,2022,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044769724,A5045748813,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044769724,A5110118275,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044769724,A5052722112,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044769724,A5100626021,all,2,2024,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044769724,A5055121468,all,3,2022,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044769724,A5101765150,all,2,2024,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5044769724,A5101966875,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5045212145,A5102629578,all,2,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5045410556,A5064908728,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5045410556,A5100740580,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5045410556,A5073268857,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5045748813,A5110118275,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5045748813,A5052722112,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5045748813,A5100626021,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5045748813,A5055121468,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5045748813,A5101765150,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5045748813,A5101966875,all,6,2022,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5045748813,A5058349680,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5049348377,A5069050806,all,103,2005,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5049348377,A5059766169,all,11,2012,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5049348377,A5074645251,all,4,2023,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5049348377,A5083630059,all,3,2014,2016,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5049348377,A5101445353,all,47,2012,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5049348377,A5106557026,all,3,2017,2020,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5049348377,A5109170456,all,13,2015,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5049355350,A5101905019,all,2,2022,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5050317153,A5059766169,all,1,2021,2021,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5050317153,A5109170456,all,4,2010,2015,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5050948502,A5111031978,all,2,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052450087,A5106557026,all,2,2013,2015,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052450087,A5060938154,all,3,2019,2021,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052450087,A5100719073,all,1,2014,2014,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052450087,A5109616230,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052450087,A5071885891,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052450087,A5100625452,all,1,2025,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052450087,A5073934092,all,1,2025,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052602817,A5058838920,all,14,2015,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052602817,A5101667014,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052602817,A5101593845,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052602817,A5100719073,all,1,2015,2015,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052722112,A5110118275,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052722112,A5100626021,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052722112,A5055121468,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052722112,A5101765150,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052722112,A5101966875,all,7,2013,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052722112,A5058349680,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5052825364,A5100726747,all,3,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5053879044,A5110948257,all,12,2021,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5053879044,A5100436321,all,10,2020,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5053879044,A5057036329,all,30,2020,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5053879044,A5106557026,all,5,2021,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5053879044,A5100406800,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5053879044,A5067428277,all,2,2024,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5054931904,A5070538830,all,2,2017,2020,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5054931904,A5072381269,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5054931904,A5062726951,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5054931904,A5071885891,all,1,2021,2021,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5055121468,A5058349680,all,35,2019,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5055121468,A5110118275,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5055121468,A5100626021,all,3,2024,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5055121468,A5101765150,all,7,2022,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5055121468,A5101966875,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5055913466,A5068518101,all,3,2021,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5056078856,A5060938154,all,23,2019,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5056078856,A5069469573,all,7,2021,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5056137004,A5110208084,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5056137004,A5070011199,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5056137004,A5113080525,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5056137004,A5112655953,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5056137004,A5100713453,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5056137004,A5103233378,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5056137004,A5114549702,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5056137004,A5100719073,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5056969461,A5057036329,all,4,2020,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5056969461,A5067428277,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5057036329,A5100436321,all,40,2012,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5057036329,A5067428277,all,31,2014,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5057036329,A5110948257,all,40,2017,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5057036329,A5106557026,all,19,2019,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5057036329,A5100771881,all,2,2022,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5057036329,A5100406800,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5058349680,A5100626021,all,35,2019,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5058349680,A5101765150,all,12,2022,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5058349680,A5110118275,all,2,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5058349680,A5101966875,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5058838920,A5101667014,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5058838920,A5101593845,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5058838920,A5100719073,all,34,2007,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5058838920,A5101725413,all,1,2015,2015,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5059766169,A5074645251,all,12,2023,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5059766169,A5069050806,all,314,1970,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5059766169,A5106557026,all,6,2005,2017,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5059766169,A5101445353,all,3,2020,2021,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5060611882,A5080393838,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5060611882,A5109616230,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5060670063,A5100380876,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5060938154,A5069469573,all,28,2021,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5062726951,A5072381269,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5064908728,A5100740580,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5064908728,A5073268857,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5067428277,A5100436321,all,10,2011,2020,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5067428277,A5100771881,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5067428277,A5110948257,all,5,2020,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5067428277,A5106557026,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5069050806,A5109170456,all,19,2016,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5069050806,A5101445353,all,86,2012,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5069050806,A5106557026,all,6,2004,2014,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5069050806,A5083630059,all,2,2014,2016,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5069564463,A5100625452,all,12,2024,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5069564463,A5083630059,all,1,2012,2012,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5069564463,A5074645251,all,1,2018,2018,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5070011199,A5101445353,all,1,2017,2017,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5070011199,A5101638524,all,23,2019,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5070011199,A5100348070,all,23,2019,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5070011199,A5090481007,all,27,2016,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5070011199,A5110208084,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5070011199,A5113080525,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5070011199,A5112655953,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5070011199,A5100713453,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5070011199,A5103233378,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5070011199,A5114549702,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5070011199,A5100719073,all,38,2020,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5070011199,A5071885891,all,2,2017,2018,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5070538830,A5083630059,all,8,2021,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5071885891,A5109170456,all,11,2007,2015,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5071885891,A5114626485,all,1,2010,2010,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5071885891,A5112850024,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5071885891,A5080425676,all,1,2010,2010,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5071885891,A5100719073,all,2,2023,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5072381269,A5100625452,all,2,2013,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5072381269,A5074645251,all,1,2025,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5073268857,A5100740580,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5073934092,A5085902390,all,2,2019,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5073934092,A5113327383,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5073934092,A5076943605,all,1,2021,2021,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5073934092,A5109616230,all,4,2021,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5074645251,A5114549702,all,1,2019,2019,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5074645251,A5106557026,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5076943605,A5100723831,all,3,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5076943605,A5114626485,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5077187526,A5100740580,all,7,2021,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5080393838,A5109616230,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5080425676,A5089359189,all,7,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5080425676,A5084508227,all,6,2020,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5080425676,A5114626485,all,3,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5080425676,A5101984443,all,55,2014,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5080425676,A5101445353,all,1,2015,2015,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5083630059,A5109170456,all,4,2015,2018,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5084508227,A5089359189,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5084508227,A5114626485,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5084508227,A5101984443,all,9,2020,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5085902390,A5113327383,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5087294413,A5100772900,all,2,2019,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5089359189,A5114626485,all,3,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5089359189,A5101984443,all,7,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5090481007,A5100348070,all,49,2019,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5090481007,A5101445353,all,1,2017,2017,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5090481007,A5101638524,all,46,2015,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5090481007,A5101725413,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5090481007,A5106557026,all,1,2010,2010,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100348070,A5101638524,all,39,2019,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100348070,A5101725413,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100406800,A5100436321,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100436321,A5110948257,all,4,2020,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100436321,A5106557026,all,5,2013,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100625452,A5100719073,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100626021,A5101765150,all,4,2023,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100626021,A5110118275,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100626021,A5101966875,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100626021,A5100719073,all,1,2015,2015,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100713453,A5110208084,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100713453,A5113080525,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100713453,A5112655953,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100713453,A5103233378,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100713453,A5114549702,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100713453,A5100719073,all,4,2023,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100719073,A5106557026,all,3,2017,2019,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100719073,A5110208084,all,5,2020,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100719073,A5113080525,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100719073,A5112655953,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100719073,A5103233378,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100719073,A5114549702,all,3,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100719073,A5110948257,all,1,2025,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100771881,A5110948257,all,1,2025,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5100772900,A5106557026,all,1,2008,2008,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5101260841,A5111700801,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5101260841,A5104189735,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5101445353,A5109170456,all,14,2017,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5101593845,A5101667014,all,4,2020,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5101638524,A5101725413,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5101765150,A5110118275,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5101765150,A5101966875,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5101966875,A5110118275,all,8,2019,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5101984443,A5114626485,all,3,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5103233378,A5110208084,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5103233378,A5113080525,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5103233378,A5112655953,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5103233378,A5114549702,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5104189735,A5111700801,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5106557026,A5110948257,all,69,2014,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5109616230,A5113327383,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5110208084,A5113080525,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5110208084,A5112655953,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5110208084,A5114549702,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5112655953,A5113080525,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5112655953,A5114549702,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5113080525,A5114549702,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5069050806,A5114626485,all,1,2014,2014,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
